,id,Category_name,Category_number,Product,Manufacturer / product label / country of origin,Procured_in,Antioxidant_content_in_mmol/100g,Comment,Query,Amazon_url
408,409,Breakfast cereals,3,Bran Flakes,Ralston,USA,4.29,6,Bran+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Bran+Flakes
409,410,Breakfast cereals,3,Cap'n Crunch Peanut Butter Cereal,Quaker,USA,0.53,6,Cap'n+Crunch+Peanut+Butter+Cereal,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cap'n+Crunch+Peanut+Butter+Cereal
410,411,Breakfast cereals,3,Cheerios,"General Mills, USA",USA,1.12,6,Cheerios,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cheerios
411,412,Breakfast cereals,3,Cheerios,"General Mills, USA",USA,1.09,3,Cheerios,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cheerios
412,413,Breakfast cereals,3,Cheerios,"Nestlé, Norway",Norway,0.97,3,Cheerios,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cheerios
413,414,Breakfast cereals,3,Cocoa Krispies,Kellogg's,USA,1.56,6,Cocoa+Krispies,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cocoa+Krispies
414,415,Breakfast cereals,3,"Cocos‐frokost, chocolate flavor",Kellogg's GmbH. For Nordic Kellogg`s Norway,Norway,0.88,3,Cocos‐frokost++chocolate+flavor,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cocos‐frokost++chocolate+flavor
415,416,Breakfast cereals,3,Complete,Kellogg's,USA,4.84,3,Complete,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Complete
416,417,Breakfast cereals,3,"Corn and Rice, Crispix",Kellogg's,USA,1.13,6,Corn+and+Rice++Crispix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+and+Rice++Crispix
417,418,Breakfast cereals,3,"Corn and Rice, Crispy Doubles",Giant Eagle,USA,0.72,6,Corn+and+Rice++Crispy+Doubles,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+and+Rice++Crispy+Doubles
418,419,Breakfast cereals,3,"Corn and Rice, Crispy Hexagons",Shop 'N Save,USA,0.88,6,Corn+and+Rice++Crispy+Hexagons,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+and+Rice++Crispy+Hexagons
419,420,Breakfast cereals,3,"Corn and Rice, Crispy Hexagons",Price Chopper,USA,0.78,6,Corn+and+Rice++Crispy+Hexagons,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+and+Rice++Crispy+Hexagons
420,421,Breakfast cereals,3,Corn Chef,Corn Chef,USA,1.18,3,Corn+Chef,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Chef
421,422,Breakfast cereals,3,Corn Flakes,Ralston,USA,1.23,6,Corn+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes
422,423,Breakfast cereals,3,Corn Flakes,Toasties,USA,0.85,3,Corn+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes
423,424,Breakfast cereals,3,Corn Flakes,Kellogg's,USA,1.28,6,Corn+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes
424,425,Breakfast cereals,3,Corn Flakes,"Kellogg's GmbH, Germany",Norway,0.98,3,Corn+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes
425,426,Breakfast cereals,3,Corn Flakes,"Landlord, Germany",Norway,0.7,3,Corn+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes
426,427,Breakfast cereals,3,"Corn Flakes, ecological",Germany,Norway,0.62,3,Corn+Flakes++ecological,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes++ecological
427,428,Breakfast cereals,3,"Corn Flakes, Honey Crunch",Kellogg's GmbH. For Kellogg’s Norway,Norway,0.66,3,Corn+Flakes++Honey+Crunch,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Flakes++Honey+Crunch
428,429,Breakfast cereals,3,"Corn Squares, Corn Biscuits",Ralston,USA,0.46,6,Corn+Squares++Corn+Biscuits,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Squares++Corn+Biscuits
429,430,Breakfast cereals,3,"Corn Squares, Toasted Corn",Price Chopper,USA,0.5,6,Corn+Squares++Toasted+Corn,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+Squares++Toasted+Corn
430,431,Breakfast cereals,3,Crispix,Kellogg's,USA,0.74,3,Crispix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Crispix
431,432,Breakfast cereals,3,Crusli,"Quaker Oats B.V., Netherlands",USA,0.52,3,Crusli,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Crusli
432,433,Breakfast cereals,3,"Crusli, Solfrokost","Quaker Oats B.V., Netherlands",USA,0.59,3,Crusli++Solfrokost,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Crusli++Solfrokost
433,434,Breakfast cereals,3,Energy Mix,"Quaker Oats B.V., Netherlands",USA,0.45,3,Energy+Mix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Energy+Mix
434,435,Breakfast cereals,3,Fiber One,"General Mills, USA",USA,2.17,3,Fiber+One,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fiber+One
435,436,Breakfast cereals,3,Fitness,"Nestlé, Norway",Norway,0.99,3,Fitness,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fitness
436,437,Breakfast cereals,3,Fitness & Fruits,"Nestlé, Norway",Norway,0.53,3,Fitness+&+Fruits,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fitness+&+Fruits
437,438,Breakfast cereals,3,Froot Loops,Kellogg's,USA,0.9,6,Froot+Loops,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Froot+Loops
438,439,Breakfast cereals,3,Frosted Flakes,Kellogg's,USA,0.89,3,Frosted+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Frosted+Flakes
439,440,Breakfast cereals,3,Frosted Mine Wheets,Kellogg's,USA,0.23,3,Frosted+Mine+Wheets,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Frosted+Mine+Wheets
440,441,Breakfast cereals,3,Grape Nuts Flakes,,USA,0.88,3,Grape+Nuts+Flakes,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Grape+Nuts+Flakes
441,442,Breakfast cereals,3,"Grear grains, Pecan Crunch",Post,USA,1.09,3,Grear+grains++Pecan+Crunch,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Grear+grains++Pecan+Crunch
442,443,Breakfast cereals,3,Honey Bunckes of Oats,Post,USA,0.34,3,Honey+Bunckes+of+Oats,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Honey+Bunckes+of+Oats
443,444,Breakfast cereals,3,Honey Nut Cheerios,"General Mills, USA",USA,1.04,3,Honey+Nut+Cheerios,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Honey+Nut+Cheerios
444,445,Breakfast cereals,3,Just Right,Kellogg's,USA,0.58,3,Just+Right,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Just+Right
445,446,Breakfast cereals,3,Kix,GMI,USA,0.55,3,Kix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kix
446,447,Breakfast cereals,3,Life,Quaker,USA,0.36,3,Life,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Life
447,448,Breakfast cereals,3,"Loops, Multi Grain",Kellogg's GmbH. For Kellogg’s Norway,Norway,0.53,3,Loops++Multi+Grain,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Loops++Multi+Grain
448,449,Breakfast cereals,3,Low fat Granola,Kellogg's,USA,0.53,3,Low+fat+Granola,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Low+fat+Granola
449,450,Breakfast cereals,3,Mueslix,Kellogg's,USA,0.64,3,Mueslix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mueslix
450,451,Breakfast cereals,3,Multi‐Grain Chex,,USA,1.97,3,Multi‐Grain+Chex,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Multi‐Grain+Chex
451,452,Breakfast cereals,3,Müsli Whole Grain,"Euro Shopper, Germany",Norway,0.41,3,Müsli+Whole+Grain,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Müsli+Whole+Grain
452,453,Breakfast cereals,3,"Müsli, Frokost","Landlord, Germany",Norway,0.48,3,Müsli++Frokost,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Müsli++Frokost
453,454,Breakfast cereals,3,"Müsli, Frokost","Nordkronen, Norway",Norway,0.66,3,Müsli++Frokost,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Müsli++Frokost
454,455,Breakfast cereals,3,Nabisco Shredded,Nabisco,USA,0.44,3,Nabisco+Shredded,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nabisco+Shredded
455,456,Breakfast cereals,3,Oat Circle,Ralston,USA,0.84,6,Oat+Circle,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oat+Circle
456,457,Breakfast cereals,3,Oat squares,Nakskov Mil FoodsA/S Denmark for Quaker Oats Scandinavia,Norway,1.14,3,Oat+squares,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oat+squares
457,458,Breakfast cereals,3,"Oat, puffed","Hakon, Norway",Norway,2.11,3,Oat++puffed,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oat++puffed
458,459,Breakfast cereals,3,"Oat, puffed","Norgesmøllen DA, Norway",Norway,1.89,3,Oat++puffed,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oat++puffed
459,460,Breakfast cereals,3,"Oat, puffed","Gaute Næringsmiddelindustri, Norway",Norway,1.79,3,Oat++puffed,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oat++puffed
460,461,Breakfast cereals,3,Old Glory,Kellogg's,USA,1.05,3,Old+Glory,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Old+Glory
461,462,Breakfast cereals,3,Original shredded wheat,Post,USA,0.23,6,Original+shredded+wheat,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Original+shredded+wheat
462,463,Breakfast cereals,3,Paisin Bran,Post,USA,0.73,3,Paisin+Bran,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paisin+Bran
463,464,Breakfast cereals,3,Product 19,Kellogg's,USA,4.01,3,Product+19,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Product+19
464,465,Breakfast cereals,3,Puffed Rice,Quaker,USA,0.43,3,Puffed+Rice,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Puffed+Rice
465,466,Breakfast cereals,3,Puffed Rice,Cub Foods,USA,0.29,3,Puffed+Rice,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Puffed+Rice
466,467,Breakfast cereals,3,Puffed Wheat,Cub Foods,USA,1.26,3,Puffed+Wheat,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Puffed+Wheat
467,468,Breakfast cereals,3,Raisin Bran,Kellogg's,USA,1.16,3,Raisin+Bran,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Raisin+Bran
468,469,Breakfast cereals,3,Raisin Bran,Post,USA,0.77,6,Raisin+Bran,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Raisin+Bran
469,470,Breakfast cereals,3,Raisin Bran,Malt O`meal,USA,0.75,3,Raisin+Bran,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Raisin+Bran
470,471,Breakfast cereals,3,Rice Chex,,USA,0.37,3,Rice+Chex,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rice+Chex
471,472,Breakfast cereals,3,Rice Crisp,Kellogg's,USA,0.86,6,Rice+Crisp,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rice+Crisp
472,473,Breakfast cereals,3,Rice Crisp,Ralston,USA,1.02,6,Rice+Crisp,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rice+Crisp
473,474,Breakfast cereals,3,Rice Krispies,Kellogg's,USA,0.88,3,Rice+Krispies,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rice+Krispies
474,475,Breakfast cereals,3,Rice Puffs,Cub Foods,USA,0.24,3,Rice+Puffs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rice+Puffs
475,476,Breakfast cereals,3,"Rice, puffed","Hakon, Norway",Norway,0.3,3,Rice++puffed,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rice++puffed
476,477,Breakfast cereals,3,Shredded Wheat,Kraft,USA,0.24,3,Shredded+Wheat,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Shredded+Wheat
477,478,Breakfast cereals,3,Shredded Wheat,Post,USA,0.22,3,Shredded+Wheat,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Shredded+Wheat
478,479,Breakfast cereals,3,Special,Kellogg's Company of Great Britain Ltd. For nordic Kellogg`s Norway,Norway,0.9,3,Special,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Special
479,480,Breakfast cereals,3,Special K,Kellogg's,USA,1.56,3,Special+K,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Special+K
480,481,Breakfast cereals,3,Special K,Kellogg's,Norway,1.83,3,Special+K,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Special+K
481,482,Breakfast cereals,3,Squares,Quaker,USA,1.03,3,Squares,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Squares
482,483,Breakfast cereals,3,"Squares, with cinnamon",Quaker,USA,1.01,3,Squares++with+cinnamon,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Squares++with+cinnamon
483,484,Breakfast cereals,3,Total,"General Mills, USA",USA,2.51,3,Total,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Total
484,485,Breakfast cereals,3,Uncle Sam Cereal,US Mills,USA,1.12,6,Uncle+Sam+Cereal,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Uncle+Sam+Cereal
485,486,Breakfast cereals,3,Weetabix,"Weetabix Ltd, England",USA,1.3,3,Weetabix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Weetabix
486,487,Breakfast cereals,3,"Weetos, with chockolate flavor","Weetabix Ltd, England",USA,0.8,3,Weetos++with+chockolate+flavor,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Weetos++with+chockolate+flavor
487,488,Breakfast cereals,3,Wheat Chex,"General Mills, USA",USA,1.17,3,Wheat+Chex,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Wheat+Chex
488,489,Breakfast cereals,3,Wheat Puffs,Cub Foods,USA,1.64,3,Wheat+Puffs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Wheat+Puffs
489,490,Breakfast cereals,3,Wheaties,"General Mills, USA",USA,1.67,3,Wheaties,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Wheaties
490,491,Breakfast cereals,3,Whole Grain Total,"General Mills, USA",USA,3.41,6,Whole+Grain+Total,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Whole+Grain+Total
491,492,Breakfast cereals,3,"Cacao, for baking, powder, Regia","Freia, Norway",Norway,13.74,3,Cacao++for+baking++powder++Regia,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cacao++for+baking++powder++Regia
492,493,Breakfast cereals,3,Candy bars,Tootsie Rolls,USA,1.4,6,Candy+bars,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Candy+bars
493,494,Breakfast cereals,3,"Candy bars, Snickers",,USA,0.73,6,Candy+bars++Snickers,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Candy+bars++Snickers
494,495,Breakfast cereals,3,"Candy bars, Wafer Bar",Kit Kat,USA,0.72,6,Candy+bars++Wafer+Bar,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Candy+bars++Wafer+Bar
495,496,Breakfast cereals,3,"Caramel, creem, Smørbukk","Nidar, Norway",Norway,1.31,3,Caramel++creem++Smørbukk,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Caramel++creem++Smørbukk
496,497,Breakfast cereals,3,"Caramel, lemon, FOX",Malaco,Norway,0.11,3,Caramel++lemon++FOX,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Caramel++lemon++FOX
497,498,Chocolate and sweets,4,Chocolate,"Plamil Foods Limited , England",Norway,3.08,3,Chocolate,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate
498,499,Chocolate and sweets,4,"Chocolate butter, Sjokade","Sunda, Norway",Norway,1.15,3,Chocolate+butter++Sjokade,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate+butter++Sjokade
499,500,Chocolate and sweets,4,"Chocolate butter, Sjokella","Nestlé, Norway",Norway,0.73,3,Chocolate+butter++Sjokella,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate+butter++Sjokella
500,501,Chocolate and sweets,4,"Chocolate, Cacao Gastronomie, 100%",Valrhona,Norway,11.22,3,Chocolate++Cacao+Gastronomie++100%,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++Cacao+Gastronomie++100%
501,502,Chocolate and sweets,4,"Chocolate, chocolate covered cacao nibs, 53% cocoa","Chocolate Santander, Colombia",Norway,13.29,3,Chocolate++chocolate+covered+cacao+nibs++53%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++chocolate+covered+cacao+nibs++53%+cocoa
502,503,Chocolate and sweets,4,"Chocolate, chocolate covered coffe beans, 53% cocoa","Chocolate Santander, Colombia",Norway,12.62,3,Chocolate++chocolate+covered+coffe+beans++53%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++chocolate+covered+coffe+beans++53%+cocoa
503,504,Chocolate and sweets,4,"Chocolate, chocolate discs, 70% cocoa","Chocolate Santander, Colombia",Norway,14.98,3,Chocolate++chocolate+discs++70%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++chocolate+discs++70%+cocoa
504,505,Chocolate and sweets,4,"Chocolate, dark chocolate, Colombian coffee bits, 70% cocoa","Chocolate Santander, Colombia",Norway,14.79,3,Chocolate++dark+chocolate++Colombian+coffee+bits++70%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark+chocolate++Colombian+coffee+bits++70%+cocoa
505,506,Chocolate and sweets,4,"Chocolate, dark chocolate, Columbian singel origin, 70% cocoa","Chocolate Santander, Colombia",Norway,13.56,3,Chocolate++dark+chocolate++Columbian+singel+origin++70%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark+chocolate++Columbian+singel+origin++70%+cocoa
506,507,Chocolate and sweets,4,"Chocolate, dark chocolate,Columbian singel origin with cacao nibs, 70% cocoa","Chocolate Santander, Colombia",Norway,14.47,3,Chocolate++dark+chocolate+Columbian+singel+origin+with+cacao+nibs++70%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark+chocolate+Columbian+singel+origin+with+cacao+nibs++70%+cocoa
507,508,Chocolate and sweets,4,"Chocolate, dark, 70% cocoa","Freia, Norway",Norway,7.83,3,Chocolate++dark++70%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark++70%+cocoa
508,509,Chocolate and sweets,4,"Chocolate, dark, 70% cocoa","Lindt & Sprungli, France",Norway,13.44,3,Chocolate++dark++70%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark++70%+cocoa
509,510,Chocolate and sweets,4,"Chocolate, dark, Bocca Dark","Nidar, Norway",Norway,7.67,3,Chocolate++dark++Bocca+Dark,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark++Bocca+Dark
510,511,Chocolate and sweets,4,"Chocolate, dark, for baking, Mørk Kokesjokolade","Hakon, Norway",Norway,9.04,3,Chocolate++dark++for+baking++Mørk+Kokesjokolade,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark++for+baking++Mørk+Kokesjokolade
511,512,Chocolate and sweets,4,"Chocolate, dark, Lindt Excellence extra fine, 85% cocoa","Lindt & Sprüngli, France",Norway,13.58,3,Chocolate++dark++Lindt+Excellence+extra+fine++85%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark++Lindt+Excellence+extra+fine++85%+cocoa
512,513,Chocolate and sweets,4,"Chocolate, dark, Lindt Exellence 99% cocoa","Lindt & Sprüngli, France",Norway,12.09,3,Chocolate++dark++Lindt+Exellence+99%+cocoa,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chocolate++dark++Lindt+Exellence+99%+cocoa
